Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Unit Price,Shipping Cost,Month,Quarter,Year
1120,ORD_63728,2022-11-09,2022-11-10,Second Class,CUST_5417,Customer CUST_5417,Home Office,United States,City 34,Virginia,98607,South,PROD_5322,Technology,Phones,Landline Phone,5446.61,5,0.135,780.0719999999999,837.94,10.72,11,4,2022
1121,ORD_94219,2023-11-05,2023-11-15,Standard Class,CUST_9735,Customer CUST_9735,Home Office,United States,City 18,Washington,23075,West,PROD_9558,Technology,Accessories,Headphones,2000.661,3,0.143,408.3,512.99,14.35,11,4,2023
1122,ORD_77970,2022-09-13,2022-09-17,Same Day,CUST_5937,Customer CUST_5937,Consumer,United States,City 19,New Jersey,92614,East,PROD_6697,Furniture,Chairs,Office Chair,722.14,2,0.229,232.59,361.07,36.97,9,3,2022
1123,ORD_18400,2023-12-28,2024-01-09,Second Class,CUST_7250,Customer CUST_7250,Consumer,United States,City 40,Indiana,39287,Central,PROD_3431,Office Supplies,Storage,File Cabinet,36.686,1,0.17,8.819999999999999,28.22,18.18,12,4,2023
1124,ORD_34944,2023-08-04,2023-08-14,Standard Class,CUST_7416,Customer CUST_7416,Consumer,United States,City 22,Oregon,92313,West,PROD_6419,Furniture,Chairs,Office Chair,1134.56,8,0.118,245.82,141.82,8.56,8,3,2023
1125,ORD_39004,2023-11-25,2023-11-27,Second Class,CUST_7355,Customer CUST_7355,Consumer,United States,City 15,Texas,81046,South,PROD_2386,Office Supplies,Paper,Cardstock,842.9850000000001,9,0.078,202.05599999999998,72.05,11.93,11,4,2023
1126,ORD_34000,2023-07-18,2023-07-25,Second Class,CUST_5796,Customer CUST_5796,Consumer,United States,City 14,Oregon,95986,West,PROD_5343,Office Supplies,Paper,Envelopes,59.91,3,0.075,12.38,19.97,11.72,7,3,2023
1127,ORD_28463,2022-04-21,2022-04-28,Same Day,CUST_6141,Customer CUST_6141,Home Office,United States,City 49,Nevada,86358,West,PROD_5597,Furniture,Bookcases,Corner Bookcase,2533.44,7,0.162,775.96,361.92,25.7,4,2,2022
1128,ORD_80328,2022-02-21,2022-02-22,First Class,CUST_4741,Customer CUST_4741,Consumer,United States,City 11,North Carolina,31231,South,PROD_7006,Furniture,Chairs,Guest Chair,168.57,1,0.252,35.47,168.57,12.76,2,1,2022
1129,ORD_11221,2023-07-27,2023-07-28,First Class,CUST_4830,Customer CUST_4830,Consumer,United States,City 9,North Carolina,53278,South,PROD_3233,Technology,Machines,Projector,2273.46,3,0.04,317.82,757.82,24.92,7,3,2023
1130,ORD_97861,2023-02-15,2023-02-28,Standard Class,CUST_3012,Customer CUST_3012,Consumer,United States,City 30,Washington,57867,West,PROD_8008,Technology,Phones,Smartphone,1433.82,5,0.132,217.05,238.97,12.34,2,1,2023
1131,ORD_37604,2022-01-11,2022-01-13,Same Day,CUST_7065,Customer CUST_7065,Home Office,United States,City 12,Florida,40255,South,PROD_1918,Office Supplies,Envelopes,Greeting Card Envelopes,228.0,6,0.225,56.96,38.0,29.34,1,1,2022
1132,ORD_21910,2023-08-19,2023-08-31,Second Class,CUST_1268,Customer CUST_1268,Consumer,United States,City 11,Florida,31418,South,PROD_8441,Technology,Machines,Scanner,867.24,3,0.162,94.82,289.08,13.5,8,3,2023
1133,ORD_72427,2023-11-09,2023-11-15,Standard Class,CUST_2664,Customer CUST_2664,Corporate,United States,City 17,Massachusetts,64253,East,PROD_9113,Furniture,Bookcases,Corner Bookcase,1534.715,5,0.164,399.66,236.11,12.3,11,4,2023
1134,ORD_76294,2022-04-19,2022-04-22,Same Day,CUST_6562,Customer CUST_6562,Corporate,United States,City 10,Illinois,51504,Central,PROD_2050,Technology,Accessories,Charger,4387.2,8,0.203,573.92,548.4,40.72,4,2,2022
1135,ORD_85157,2023-09-06,2023-09-19,First Class,CUST_8395,Customer CUST_8395,Home Office,United States,City 12,North Carolina,23071,South,PROD_2250,Furniture,Bookcases,5-Shelf Bookcase,1385.07,3,0.146,470.14,461.69,20.15,9,3,2023
1136,ORD_97767,2022-05-14,2022-05-22,Same Day,CUST_1819,Customer CUST_1819,Home Office,United States,City 4,New York,73534,East,PROD_2211,Furniture,Chairs,Office Chair,936.42,6,0.166,324.47,156.07,45.18,5,2,2022
1137,ORD_24338,2022-10-26,2022-10-28,Second Class,CUST_6215,Customer CUST_6215,Corporate,United States,City 12,Arizona,33003,West,PROD_9093,Technology,Phones,Smartphone,7774.780000000001,10,0.208,1603.6439999999998,598.06,10.14,10,4,2022
1138,ORD_33088,2022-05-26,2022-06-06,Second Class,CUST_7155,Customer CUST_7155,Home Office,United States,City 21,Ohio,99797,Central,PROD_7174,Office Supplies,Appliances,Mini Fridge,22.27,1,0.087,6.06,22.27,9.73,5,2,2022
1139,ORD_49941,2022-09-24,2022-10-08,Standard Class,CUST_1303,Customer CUST_1303,Home Office,United States,City 34,Washington,75417,West,PROD_9228,Technology,Copiers,Floor Copier,1111.5,5,0.133,176.6,222.3,14.05,9,3,2022
1140,ORD_19354,2023-06-05,2023-06-09,Same Day,CUST_6723,Customer CUST_6723,Consumer,United States,City 44,Massachusetts,68745,East,PROD_6131,Technology,Machines,Scanner,210.42,6,0.113,46.88,35.07,37.69,6,2,2023
1141,ORD_75274,2023-05-24,2023-05-30,Same Day,CUST_8411,Customer CUST_8411,Home Office,United States,City 11,Nevada,30973,West,PROD_8768,Office Supplies,Art,Pencils,202.0,10,0.124,70.34,20.2,31.7,5,2,2023
1142,ORD_29779,2023-01-03,2023-01-05,Standard Class,CUST_3583,Customer CUST_3583,Corporate,United States,City 5,Connecticut,52281,East,PROD_5683,Technology,Accessories,Headphones,1995.012,3,0.04,435.42,554.17,11.54,1,1,2023
1143,ORD_32591,2023-02-25,2023-03-08,First Class,CUST_7694,Customer CUST_7694,Corporate,United States,City 49,Arizona,33577,West,PROD_5860,Furniture,Chairs,Guest Chair,618.68,4,0.216,150.13,154.67,14.0,2,1,2023
1144,ORD_95813,2022-02-13,2022-02-26,First Class,CUST_4654,Customer CUST_4654,Home Office,United States,City 3,Massachusetts,15715,East,PROD_9819,Office Supplies,Appliances,Desk Fan,597.6,9,0.058,160.11,66.4,21.41,2,1,2022
1145,ORD_58822,2022-10-07,2022-10-10,Standard Class,CUST_2845,Customer CUST_2845,Consumer,United States,City 28,California,81229,West,PROD_9819,Technology,Accessories,Charger,456.3,3,0.112,108.0,117.0,7.96,10,4,2022
1146,ORD_27506,2023-03-04,2023-03-05,Standard Class,CUST_6006,Customer CUST_6006,Consumer,United States,City 25,Georgia,33286,South,PROD_1015,Technology,Copiers,Desktop Copier,3255.4199999999996,5,0.018,573.1,542.57,8.09,3,1,2023
1147,ORD_25565,2023-08-07,2023-08-19,Same Day,CUST_6092,Customer CUST_6092,Consumer,United States,City 9,Virginia,38535,South,PROD_8132,Technology,Copiers,Color Copier,3729.32,7,0.085,848.65,532.76,46.76,8,3,2023
1148,ORD_15960,2022-10-31,2022-11-03,Second Class,CUST_2047,Customer CUST_2047,Home Office,United States,City 40,New Jersey,43152,East,PROD_5658,Technology,Accessories,Bluetooth Speaker,3172.455,3,0.055,336.828,813.45,11.67,10,4,2022
1149,ORD_85414,2023-06-29,2023-07-01,Standard Class,CUST_5549,Customer CUST_5549,Consumer,United States,City 42,Indiana,31087,Central,PROD_9631,Furniture,Chairs,Guest Chair,3505.76,8,0.228,633.44,438.22,10.88,6,2,2023
1150,ORD_18177,2023-06-11,2023-06-17,Standard Class,CUST_1034,Customer CUST_1034,Consumer,United States,City 13,New Jersey,31141,East,PROD_1088,Technology,Accessories,Charger,6148.1,7,0.221,1118.73,878.3,12.45,6,2,2023
1151,ORD_82067,2023-07-07,2023-07-13,Standard Class,CUST_4849,Customer CUST_4849,Consumer,United States,City 36,Florida,31212,South,PROD_1031,Office Supplies,Binders,Binder Clips,390.12,6,0.081,141.19,65.02,13.86,7,3,2023
1152,ORD_82851,2023-03-04,2023-03-18,Same Day,CUST_3905,Customer CUST_3905,Corporate,United States,City 33,New York,89877,East,PROD_4388,Technology,Accessories,Bluetooth Speaker,1775.136,8,0.28,371.68,184.91,46.44,3,1,2023
1153,ORD_33204,2023-01-30,2023-02-07,Same Day,CUST_7594,Customer CUST_7594,Home Office,United States,City 7,Nevada,42483,West,PROD_7515,Technology,Accessories,Phone Case,1243.2479999999998,2,0.289,286.63,518.02,47.83,1,1,2023
1154,ORD_98214,2023-03-21,2023-04-04,Standard Class,CUST_2624,Customer CUST_2624,Consumer,United States,City 33,New York,39334,East,PROD_9856,Technology,Machines,Scanner,2420.028,3,0.068,282.79,672.23,11.09,3,1,2023
1155,ORD_86284,2022-12-24,2022-12-25,Same Day,CUST_7065,Customer CUST_7065,Corporate,United States,City 41,New Jersey,80546,East,PROD_3736,Furniture,Furnishings,Table Lamp,2420.392,8,0.028,555.432,232.73,26.09,12,4,2022
1156,ORD_87780,2023-06-20,2023-06-30,Second Class,CUST_6772,Customer CUST_6772,Corporate,United States,City 35,California,94312,West,PROD_7864,Furniture,Bookcases,Corner Bookcase,1750.49,7,0.275,303.46,250.07,16.34,6,2,2023
1157,ORD_79974,2022-09-10,2022-09-23,Second Class,CUST_7541,Customer CUST_7541,Home Office,United States,City 11,Indiana,90168,Central,PROD_7299,Technology,Machines,Printer,2972.73,3,0.113,714.34,990.91,16.35,9,3,2022
1158,ORD_88950,2022-12-29,2023-01-09,Same Day,CUST_4662,Customer CUST_4662,Consumer,United States,City 28,Oregon,92349,West,PROD_5470,Technology,Phones,Cordless Phone,8142.16,10,0.286,1601.628,626.32,33.59,12,4,2022
1159,ORD_18248,2023-10-14,2023-10-24,Standard Class,CUST_5989,Customer CUST_5989,Corporate,United States,City 40,Ohio,61951,Central,PROD_8174,Furniture,Furnishings,Wall Art,1296.087,3,0.124,362.46,332.33,10.9,10,4,2023
1160,ORD_89726,2023-05-12,2023-05-26,Same Day,CUST_4170,Customer CUST_4170,Corporate,United States,City 20,Georgia,24751,South,PROD_9258,Furniture,Chairs,Conference Chair,3585.1,10,0.083,741.56,358.51,48.84,5,2,2023
1161,ORD_13664,2023-02-25,2023-03-02,First Class,CUST_9744,Customer CUST_9744,Consumer,United States,City 21,Indiana,11294,Central,PROD_5345,Office Supplies,Binders,Binder Dividers,671.76,9,0.032,242.97,74.64,16.95,2,1,2023
1162,ORD_12369,2023-09-12,2023-09-15,Second Class,CUST_2002,Customer CUST_2002,Consumer,United States,City 18,Massachusetts,80076,East,PROD_9918,Furniture,Furnishings,Table Lamp,371.43,3,0.012,127.12,123.81,12.8,9,3,2023
1163,ORD_91114,2022-09-16,2022-09-21,Standard Class,CUST_4882,Customer CUST_4882,Home Office,United States,City 48,Pennsylvania,23891,East,PROD_8761,Office Supplies,Art,Pencils,88.12,1,0.092,23.44,88.12,13.15,9,3,2022
1164,ORD_98974,2023-07-21,2023-07-23,Second Class,CUST_7395,Customer CUST_7395,Corporate,United States,City 38,California,88176,West,PROD_7607,Office Supplies,Appliances,Coffee Maker,91.94,1,0.014,18.4,91.94,12.14,7,3,2023
1165,ORD_66622,2022-12-31,2023-01-10,Same Day,CUST_5820,Customer CUST_5820,Corporate,United States,City 4,Massachusetts,75883,East,PROD_8353,Technology,Accessories,Phone Case,7397.130000000001,10,0.131,944.4359999999999,569.01,38.53,12,4,2022
1166,ORD_26105,2023-05-07,2023-05-11,Same Day,CUST_7100,Customer CUST_7100,Consumer,United States,City 18,New Jersey,48748,East,PROD_1779,Technology,Phones,Conference Phone,881.23,1,0.189,93.63,881.23,30.1,5,2,2023
1167,ORD_49437,2022-11-07,2022-11-14,Same Day,CUST_3700,Customer CUST_3700,Corporate,United States,City 10,Connecticut,26521,East,PROD_1632,Office Supplies,Binders,Binder Clips,1119.69,9,0.12,393.25199999999995,95.7,47.91,11,4,2022
1168,ORD_40921,2022-04-30,2022-05-11,Second Class,CUST_6435,Customer CUST_6435,Corporate,United States,City 42,North Carolina,96495,South,PROD_4530,Office Supplies,Storage,Filing Tray,233.91,3,0.054,90.71,77.97,15.31,4,2,2022
1169,ORD_88745,2022-10-29,2022-11-04,Same Day,CUST_4650,Customer CUST_4650,Corporate,United States,City 11,Massachusetts,22633,East,PROD_8161,Office Supplies,Envelopes,Shipping Envelopes,588.705,5,0.205,167.508,90.57,33.14,10,4,2022
1170,ORD_10435,2022-08-26,2022-09-02,Same Day,CUST_1923,Customer CUST_1923,Consumer,United States,City 9,Illinois,96299,Central,PROD_5081,Technology,Accessories,Charger,1831.68,6,0.05,263.09,305.28,45.72,8,3,2022
1171,ORD_90935,2022-07-09,2022-07-18,Second Class,CUST_5036,Customer CUST_5036,Home Office,United States,City 21,Florida,98487,South,PROD_6677,Furniture,Chairs,Guest Chair,1908.13,7,0.161,580.99,272.59,14.55,7,3,2022
1172,ORD_58266,2022-11-25,2022-12-03,First Class,CUST_9015,Customer CUST_9015,Consumer,United States,City 5,Washington,17174,West,PROD_2376,Technology,Machines,Fax Machine,1259.232,6,0.035,139.812,161.44,18.53,11,4,2022
1173,ORD_28500,2022-12-11,2022-12-19,Standard Class,CUST_6842,Customer CUST_6842,Corporate,United States,City 34,Michigan,48770,Central,PROD_5875,Furniture,Chairs,Guest Chair,1653.275,5,0.229,372.86400000000003,254.35,11.39,12,4,2022
1174,ORD_74006,2022-04-25,2022-05-04,First Class,CUST_4790,Customer CUST_4790,Home Office,United States,City 2,Wisconsin,39130,Central,PROD_9364,Office Supplies,Paper,Envelopes,119.75,5,0.181,44.25,23.95,12.48,4,2,2022
1175,ORD_77237,2022-07-19,2022-07-28,Standard Class,CUST_1613,Customer CUST_1613,Home Office,United States,City 35,Texas,32948,South,PROD_8773,Furniture,Tables,Conference Table,1420.56,9,0.294,474.03,157.84,9.27,7,3,2022
1176,ORD_26020,2023-07-25,2023-08-06,Same Day,CUST_3974,Customer CUST_3974,Consumer,United States,City 20,Nevada,63555,West,PROD_8293,Furniture,Bookcases,3-Shelf Bookcase,1605.24,9,0.095,380.38,178.36,26.56,7,3,2023
1177,ORD_48343,2022-12-01,2022-12-15,Same Day,CUST_4080,Customer CUST_4080,Home Office,United States,City 25,Ohio,75085,Central,PROD_5574,Technology,Accessories,Phone Case,1611.8700000000001,10,0.107,405.74399999999997,123.99,42.14,12,4,2022
1178,ORD_87025,2022-03-31,2022-04-07,Second Class,CUST_3237,Customer CUST_3237,Home Office,United States,City 41,North Carolina,66362,South,PROD_5209,Technology,Copiers,Multifunction Copier,1437.912,2,0.067,356.35,599.13,17.76,3,1,2022
1179,ORD_31459,2022-09-26,2022-10-08,Standard Class,CUST_6576,Customer CUST_6576,Consumer,United States,City 6,New York,80818,East,PROD_2559,Office Supplies,Paper,Cardstock,505.7,10,0.272,102.86,50.57,13.33,9,3,2022
1180,ORD_86393,2023-09-01,2023-09-09,Second Class,CUST_8500,Customer CUST_8500,Home Office,United States,City 11,Michigan,83536,Central,PROD_7073,Office Supplies,Labels,Price Labels,378.36,9,0.089,134.43,42.04,17.01,9,3,2023
1181,ORD_80623,2023-01-15,2023-01-29,Second Class,CUST_8581,Customer CUST_8581,Home Office,United States,City 9,Wisconsin,49221,Central,PROD_2212,Office Supplies,Storage,File Cabinet,85.05,1,0.021,20.06,85.05,16.94,1,1,2023
1182,ORD_44848,2023-06-26,2023-07-03,Same Day,CUST_2620,Customer CUST_2620,Consumer,United States,City 32,Texas,30955,South,PROD_4376,Technology,Accessories,Headphones,6811.65,9,0.29,1088.84,756.85,48.14,6,2,2023
1183,ORD_24952,2023-06-20,2023-06-30,Second Class,CUST_9787,Customer CUST_9787,Home Office,United States,City 16,New York,89921,East,PROD_2342,Office Supplies,Art,Pencils,262.52,4,0.103,80.23,65.63,13.21,6,2,2023
1184,ORD_65438,2023-05-19,2023-05-23,Standard Class,CUST_7966,Customer CUST_7966,Consumer,United States,City 24,Michigan,21721,Central,PROD_4403,Technology,Phones,Landline Phone,6700.48,8,0.014,1297.23,837.56,8.16,5,2,2023
1185,ORD_86610,2023-10-06,2023-10-07,Standard Class,CUST_4950,Customer CUST_4950,Home Office,United States,City 16,Connecticut,79813,East,PROD_2307,Technology,Machines,Fax Machine,1959.048,7,0.223,188.064,215.28,6.22,10,4,2023
1186,ORD_23246,2022-05-09,2022-05-21,First Class,CUST_9765,Customer CUST_9765,Corporate,United States,City 8,Ohio,15598,Central,PROD_9229,Technology,Copiers,Desktop Copier,1835.89,7,0.018,199.11,262.27,18.9,5,2,2022
1187,ORD_75036,2022-10-18,2022-10-25,Second Class,CUST_9698,Customer CUST_9698,Home Office,United States,City 49,Oregon,62698,West,PROD_4369,Office Supplies,Paper,Envelopes,64.038,2,0.28,22.536,24.63,17.54,10,4,2022
1188,ORD_81375,2022-05-24,2022-06-07,Same Day,CUST_6470,Customer CUST_6470,Home Office,United States,City 49,Oregon,66387,West,PROD_6271,Office Supplies,Paper,Notebook Paper,99.4,4,0.018,35.75,24.85,25.18,5,2,2022
1189,ORD_25163,2022-04-03,2022-04-10,Second Class,CUST_6680,Customer CUST_6680,Consumer,United States,City 19,Indiana,42256,Central,PROD_2659,Office Supplies,Labels,Price Labels,607.39,7,0.146,150.56,86.77,10.23,4,2,2022
1190,ORD_63721,2023-02-07,2023-02-13,Second Class,CUST_7196,Customer CUST_7196,Corporate,United States,City 16,Arizona,48664,West,PROD_1076,Technology,Phones,Conference Phone,242.60399999999998,1,0.163,54.8,202.17,13.06,2,1,2023
1191,ORD_93179,2022-07-01,2022-07-07,First Class,CUST_6297,Customer CUST_6297,Consumer,United States,City 35,Georgia,93206,South,PROD_4354,Technology,Phones,Conference Phone,199.26,2,0.209,44.77,99.63,24.47,7,3,2022
1192,ORD_44610,2022-11-03,2022-11-11,First Class,CUST_1135,Customer CUST_1135,Consumer,United States,City 27,Illinois,37332,Central,PROD_3338,Office Supplies,Envelopes,Business Envelopes,268.51500000000004,9,0.041,76.67999999999999,22.95,24.74,11,4,2022
1193,ORD_85411,2023-03-09,2023-03-19,First Class,CUST_1354,Customer CUST_1354,Corporate,United States,City 3,Michigan,64839,Central,PROD_7746,Furniture,Chairs,Office Chair,2879.9,10,0.095,564.41,287.99,14.75,3,1,2023
1194,ORD_24665,2023-05-23,2023-06-06,Second Class,CUST_6744,Customer CUST_6744,Consumer,United States,City 50,New Jersey,53076,East,PROD_4885,Office Supplies,Storage,Desk Organizer,847.44,9,0.081,246.49,94.16,11.84,5,2,2023
1195,ORD_23848,2023-07-05,2023-07-19,Standard Class,CUST_2963,Customer CUST_2963,Corporate,United States,City 18,Nevada,14602,West,PROD_7287,Technology,Copiers,Color Copier,891.06,1,0.127,203.48,891.06,10.53,7,3,2023
1196,ORD_47219,2022-07-27,2022-08-04,Same Day,CUST_7630,Customer CUST_7630,Consumer,United States,City 1,New Jersey,42908,East,PROD_8780,Office Supplies,Binders,Binder Dividers,282.6,6,0.067,110.88,47.1,30.85,7,3,2022
1197,ORD_55702,2022-04-07,2022-04-20,Standard Class,CUST_3183,Customer CUST_3183,Corporate,United States,City 11,New Jersey,15179,East,PROD_5333,Furniture,Chairs,Ergonomic Chair,1964.83,7,0.056,675.64,280.69,6.28,4,2,2022
1198,ORD_74847,2022-09-26,2022-09-28,Standard Class,CUST_1927,Customer CUST_1927,Home Office,United States,City 37,California,38192,West,PROD_5458,Furniture,Tables,Coffee Table,757.77,3,0.227,114.78,252.59,5.66,9,3,2022
1199,ORD_81301,2022-06-13,2022-06-14,Standard Class,CUST_5539,Customer CUST_5539,Consumer,United States,City 38,Arizona,83140,West,PROD_8628,Office Supplies,Storage,Filing Tray,364.45,5,0.19,80.09,72.89,6.44,6,2,2022
1200,ORD_47960,2023-05-02,2023-05-07,Same Day,CUST_4039,Customer CUST_4039,Consumer,United States,City 45,Wisconsin,94631,Central,PROD_1229,Furniture,Furnishings,Floor Lamp,259.72,2,0.253,90.48,129.86,44.84,5,2,2023
1201,ORD_16587,2023-11-21,2023-11-22,Standard Class,CUST_4524,Customer CUST_4524,Home Office,United States,City 10,Texas,81585,South,PROD_8780,Furniture,Tables,Office Table,428.675,5,0.129,89.628,65.95,11.88,11,4,2023
1202,ORD_84873,2023-02-13,2023-02-17,Second Class,CUST_2148,Customer CUST_2148,Consumer,United States,City 27,California,81264,West,PROD_6904,Office Supplies,Labels,Address Labels,245.92,4,0.241,68.41,61.48,16.66,2,1,2023
1203,ORD_13407,2023-08-21,2023-08-25,Same Day,CUST_1201,Customer CUST_1201,Home Office,United States,City 40,Indiana,70486,Central,PROD_8559,Furniture,Chairs,Conference Chair,127.02,2,0.041,31.63,63.51,48.88,8,3,2023
1204,ORD_95863,2022-04-02,2022-04-10,Second Class,CUST_2238,Customer CUST_2238,Consumer,United States,City 10,Florida,34331,South,PROD_7387,Furniture,Chairs,Office Chair,993.23,7,0.223,261.49,141.89,13.67,4,2,2022
1205,ORD_69609,2022-05-03,2022-05-08,Same Day,CUST_1103,Customer CUST_1103,Consumer,United States,City 16,Michigan,63354,Central,PROD_5207,Furniture,Bookcases,5-Shelf Bookcase,299.79,3,0.298,77.77,99.93,26.71,5,2,2022
1206,ORD_20784,2022-02-25,2022-03-09,Second Class,CUST_5421,Customer CUST_5421,Consumer,United States,City 43,Michigan,12230,Central,PROD_3325,Furniture,Tables,Coffee Table,804.3,7,0.103,123.12,114.9,10.58,2,1,2022
1207,ORD_27111,2023-08-21,2023-08-28,Second Class,CUST_4680,Customer CUST_4680,Corporate,United States,City 6,North Carolina,95399,South,PROD_8705,Office Supplies,Storage,File Cabinet,74.34,3,0.188,21.12,24.78,11.79,8,3,2023
1208,ORD_51899,2023-04-22,2023-05-02,First Class,CUST_2809,Customer CUST_2809,Corporate,United States,City 6,Pennsylvania,32377,East,PROD_9798,Technology,Machines,Fax Machine,3568.44,6,0.011,436.74,594.74,13.37,4,2,2023
1209,ORD_11267,2023-03-17,2023-03-26,Same Day,CUST_1963,Customer CUST_1963,Corporate,United States,City 18,Wisconsin,50889,Central,PROD_9195,Technology,Copiers,Multifunction Copier,6124.679999999999,9,0.038,1198.87,567.1,36.59,3,1,2023
1210,ORD_49423,2023-04-13,2023-04-14,Standard Class,CUST_8162,Customer CUST_8162,Home Office,United States,City 26,Nevada,84878,West,PROD_1714,Office Supplies,Paper,Copy Paper,474.64,8,0.254,122.61,59.33,6.31,4,2,2023
1211,ORD_30672,2023-06-26,2023-06-30,First Class,CUST_9260,Customer CUST_9260,Consumer,United States,City 37,Washington,79177,West,PROD_2921,Furniture,Furnishings,Wall Art,2638.35,9,0.135,626.37,293.15,24.36,6,2,2023
1212,ORD_11906,2023-02-25,2023-03-03,Second Class,CUST_3431,Customer CUST_3431,Home Office,United States,City 1,Florida,37280,South,PROD_6886,Office Supplies,Storage,File Cabinet,62.94,3,0.218,15.1,20.98,16.24,2,1,2023
1213,ORD_77653,2022-08-12,2022-08-22,Same Day,CUST_1055,Customer CUST_1055,Consumer,United States,City 50,New York,84465,East,PROD_9537,Furniture,Chairs,Conference Chair,2692.9,7,0.178,648.15,384.7,40.3,8,3,2022
1214,ORD_28201,2022-04-03,2022-04-07,Standard Class,CUST_4851,Customer CUST_4851,Consumer,United States,City 30,Connecticut,86280,East,PROD_9101,Furniture,Bookcases,Corner Bookcase,959.46,2,0.226,217.7,479.73,11.28,4,2,2022
1215,ORD_43818,2023-11-21,2023-11-25,Standard Class,CUST_8864,Customer CUST_8864,Home Office,United States,City 3,Connecticut,16640,East,PROD_7365,Technology,Copiers,Color Copier,826.02,2,0.26,220.01999999999998,317.7,10.48,11,4,2023
1216,ORD_51725,2022-01-24,2022-02-04,Same Day,CUST_2395,Customer CUST_2395,Consumer,United States,City 39,Washington,82783,West,PROD_2514,Technology,Machines,Printer,3503.712,4,0.025,848.54,729.94,27.4,1,1,2022
1217,ORD_18967,2023-10-24,2023-10-28,Second Class,CUST_1197,Customer CUST_1197,Home Office,United States,City 21,Michigan,41348,Central,PROD_6947,Office Supplies,Labels,Price Labels,25.038000000000004,1,0.078,5.4959999999999996,19.26,18.17,10,4,2023
1218,ORD_22516,2022-10-12,2022-10-21,First Class,CUST_1879,Customer CUST_1879,Corporate,United States,City 9,Connecticut,44995,East,PROD_1959,Office Supplies,Appliances,Coffee Maker,207.48,5,0.13,71.36399999999999,31.92,13.93,10,4,2022
1219,ORD_29567,2023-10-22,2023-10-25,Standard Class,CUST_1018,Customer CUST_1018,Home Office,United States,City 3,Arizona,79583,West,PROD_7407,Technology,Phones,Landline Phone,4797.676,4,0.179,897.5400000000001,922.63,12.67,10,4,2023
1220,ORD_55146,2022-12-21,2022-12-22,First Class,CUST_4641,Customer CUST_4641,Consumer,United States,City 1,Georgia,48621,South,PROD_8445,Technology,Phones,Conference Phone,1924.416,6,0.058,404.016,246.72,16.05,12,4,2022
1221,ORD_83985,2022-03-31,2022-04-05,First Class,CUST_6668,Customer CUST_6668,Consumer,United States,City 43,Arizona,62111,West,PROD_1293,Furniture,Chairs,Office Chair,717.96,2,0.236,197.92,358.98,24.67,3,1,2022
1222,ORD_28785,2022-04-28,2022-04-30,Second Class,CUST_9558,Customer CUST_9558,Consumer,United States,City 2,Virginia,21761,South,PROD_8508,Furniture,Chairs,Office Chair,1183.21,7,0.026,183.05,169.03,14.74,4,2,2022
1223,ORD_67045,2022-06-29,2022-07-03,First Class,CUST_8035,Customer CUST_8035,Consumer,United States,City 50,Texas,43888,South,PROD_6326,Furniture,Tables,Conference Table,316.05,5,0.215,107.24,63.21,12.15,6,2,2022
1224,ORD_24034,2022-11-16,2022-11-22,Second Class,CUST_1412,Customer CUST_1412,Consumer,United States,City 16,Massachusetts,10897,East,PROD_2443,Office Supplies,Labels,Shipping Labels,232.95999999999998,4,0.09,79.65599999999999,44.8,17.9,11,4,2022
1225,ORD_32161,2023-01-10,2023-01-16,Same Day,CUST_9761,Customer CUST_9761,Consumer,United States,City 49,Oregon,23311,West,PROD_3673,Office Supplies,Labels,Price Labels,245.79,9,0.025,96.4,27.31,49.98,1,1,2023
1226,ORD_27042,2023-11-27,2023-11-29,Same Day,CUST_3500,Customer CUST_3500,Consumer,United States,City 40,Nevada,67924,West,PROD_5522,Furniture,Furnishings,Rug,3924.7390000000005,7,0.28,1220.856,431.29,44.58,11,4,2023
1227,ORD_64104,2023-02-23,2023-03-08,First Class,CUST_1598,Customer CUST_1598,Corporate,United States,City 33,Wisconsin,49755,Central,PROD_2783,Technology,Copiers,Multifunction Copier,3002.832,3,0.192,539.6,834.12,16.7,2,1,2023
1228,ORD_81786,2023-05-28,2023-05-30,Second Class,CUST_7199,Customer CUST_7199,Consumer,United States,City 10,Ohio,21387,Central,PROD_3496,Technology,Copiers,Color Copier,3469.96,4,0.092,560.47,867.49,13.03,5,2,2023
1229,ORD_94255,2022-12-11,2022-12-24,First Class,CUST_5637,Customer CUST_5637,Consumer,United States,City 8,Wisconsin,23248,Central,PROD_2440,Technology,Copiers,Color Copier,1073.904,3,0.12,102.54,275.36,20.98,12,4,2022
1230,ORD_98757,2023-11-18,2023-11-27,Standard Class,CUST_6527,Customer CUST_6527,Home Office,United States,City 33,Arizona,33431,West,PROD_5710,Technology,Copiers,Floor Copier,620.113,1,0.129,155.37599999999998,477.01,8.07,11,4,2023
1231,ORD_33821,2022-03-08,2022-03-11,Standard Class,CUST_1716,Customer CUST_1716,Corporate,United States,City 24,Virginia,50763,South,PROD_2492,Technology,Machines,Projector,333.816,1,0.03,47.14,278.18,6.01,3,1,2022
1232,ORD_41420,2022-07-20,2022-07-23,Second Class,CUST_1068,Customer CUST_1068,Consumer,United States,City 7,Pennsylvania,94129,East,PROD_9137,Technology,Machines,Printer,715.53,1,0.223,116.05,715.53,14.33,7,3,2022
